timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_valid,gnss_lat,gnss_lon,gnss_alt,true_pos_x,true_pos_y,true_pos_z,true_vel_x,true_vel_y,true_vel_z,is_stopped
12.2600,0.10292,-0.04611,9.76181,0.00649,-0.00191,0.00141,0,,,,123.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.2800,-0.14533,0.05572,9.65105,0.00542,0.01801,0.01580,0,,,,123.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.3000,0.16800,-0.13393,9.58742,-0.00858,0.00726,-0.00132,0,,,,123.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.3200,-0.04578,0.07298,9.71388,-0.00781,-0.00340,-0.00213,0,,,,124.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.3400,-0.03432,-0.21155,9.92828,0.00014,-0.00443,0.00978,0,,,,124.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.3600,0.08645,0.05290,9.99561,0.00735,-0.00418,0.00564,0,,,,124.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.3800,-0.11500,-0.17535,10.03606,0.00556,0.00064,0.00725,0,,,,124.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.4000,0.15782,0.06279,10.00199,0.00929,-0.00381,0.01610,0,,,,125.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.4200,-0.06149,0.02812,9.86418,0.00398,-0.00889,0.01061,0,,,,125.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.4400,0.37620,-0.11108,9.76987,-0.00157,-0.00690,0.01736,0,,,,125.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.4600,-0.09598,0.01955,9.60989,-0.00406,-0.01667,0.01005,0,,,,125.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.4800,0.30815,-0.17091,9.64116,0.00920,-0.00882,0.01539,0,,,,126.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.5000,0.01744,0.03945,9.84241,0.00806,-0.00482,0.00103,0,,,,126.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.5200,-0.02008,-0.24332,9.97056,-0.01229,-0.00655,0.01108,0,,,,126.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.5400,0.14639,0.10470,9.97121,0.01136,0.00440,0.00857,0,,,,126.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.5600,0.00562,-0.02106,9.91395,-0.00875,0.00036,0.00937,0,,,,127.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.5800,0.24700,-0.09737,9.79918,0.00568,-0.00357,-0.01009,0,,,,127.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.6000,-0.04412,-0.14111,9.71050,0.01281,0.01160,-0.00473,0,,,,127.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.6200,0.10611,-0.10308,9.88127,-0.00194,-0.00682,0.01739,0,,,,127.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.6400,-0.04779,0.13293,9.63716,0.00063,-0.01628,-0.00344,0,,,,128.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.6600,0.12218,-0.15305,9.80128,-0.00399,-0.00477,0.00741,0,,,,128.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.6800,0.14848,-0.12378,9.84792,0.00327,-0.00379,0.00823,0,,,,128.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.7000,-0.00913,-0.15147,9.92863,0.00004,0.00619,-0.00086,0,,,,128.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.7200,0.13629,0.04897,10.09006,-0.00040,0.00467,0.01486,0,,,,129.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.7400,-0.08297,-0.06934,9.87450,-0.00005,0.00383,0.00685,0,,,,129.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.7600,0.17670,-0.14250,9.73508,0.01915,-0.00442,-0.00120,0,,,,129.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.7800,0.05317,0.05684,9.79432,0.00090,-0.00555,0.00364,0,,,,129.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.8000,-0.00008,-0.13412,9.76621,0.01680,-0.00231,-0.01367,0,,,,129.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.8200,0.00264,0.30539,9.86815,-0.00449,0.00173,-0.00094,0,,,,130.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.8400,-0.08334,-0.17692,9.89381,-0.01298,-0.01219,0.00508,0,,,,130.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.8600,0.06516,0.10674,9.86080,0.00771,-0.01247,0.01814,0,,,,130.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.8800,-0.18972,-0.19390,10.00791,0.01531,-0.00048,0.00950,0,,,,130.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.9000,0.15553,-0.07503,9.88797,-0.00770,-0.01323,0.00821,0,,,,131.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.9200,-0.16962,0.00310,9.73746,0.00437,-0.00691,0.01625,0,,,,131.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.9400,0.17448,0.01777,9.70374,0.00245,-0.01085,0.00169,0,,,,131.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.9600,-0.06311,-0.00059,9.63965,-0.00931,-0.02172,-0.00345,0,,,,131.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
12.9800,0.13437,-0.26945,9.66505,0.01633,-0.00809,0.00757,0,,,,132.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.0000,0.09139,0.14300,9.73486,0.00015,-0.01595,0.02457,0,,,,132.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.0200,-0.13176,-0.22540,9.85555,-0.00997,0.00782,0.02438,0,,,,132.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.0400,0.08409,-0.04816,9.79746,0.00005,-0.00553,-0.00021,0,,,,132.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.0600,-0.05087,-0.04948,9.97496,-0.00053,-0.01181,0.01033,0,,,,133.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.0800,0.16076,0.04860,9.93490,-0.00937,-0.01447,-0.00104,0,,,,133.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.1000,-0.15863,0.06750,9.81422,0.01079,0.00017,0.00667,0,,,,133.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.1200,0.22844,-0.06891,9.74422,0.01384,-0.00208,0.00257,0,,,,133.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.1400,-0.08484,0.13140,9.85429,0.00160,0.00746,-0.01076,0,,,,134.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.1600,0.05060,-0.15226,9.76865,0.02107,-0.00353,0.00174,0,,,,134.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.1800,0.07192,-0.07400,9.85367,0.00987,-0.00803,-0.00163,0,,,,134.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.2000,0.07423,-0.01986,10.01214,-0.00164,-0.00492,-0.00143,0,,,,134.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.2200,0.06174,-0.04925,9.91578,-0.00628,-0.01551,0.00676,0,,,,135.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.2400,-0.05911,0.08358,9.84736,0.00437,-0.00050,0.00297,0,,,,135.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.2600,0.21742,0.00953,9.83867,-0.00005,-0.00586,-0.00594,0,,,,135.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.2800,-0.12579,-0.01546,9.65815,0.00552,0.00657,-0.00226,0,,,,135.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.3000,0.13321,-0.20981,9.71813,-0.00352,0.00182,-0.00043,0,,,,135.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.3200,0.09109,0.06657,9.74687,-0.00803,-0.00097,0.01216,0,,,,136.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.3400,0.04683,0.03005,10.00088,-0.00046,-0.00554,0.00876,0,,,,136.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.3600,0.03077,0.16846,9.98690,0.00405,0.00250,0.01878,0,,,,136.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.3800,-0.03879,-0.11553,10.09522,0.00974,-0.00557,0.00504,0,,,,136.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.4000,0.16976,0.03603,9.81866,-0.01034,-0.01010,-0.00272,0,,,,137.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.4200,-0.13127,0.02831,9.82810,0.00357,-0.01279,0.00131,0,,,,137.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.4400,0.19556,-0.03350,9.70622,0.00329,0.01459,0.00486,0,,,,137.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.4600,-0.09760,0.04358,9.74426,0.00079,-0.00325,-0.00655,0,,,,137.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.4800,0.00716,-0.15352,9.76128,-0.00253,-0.00442,0.00549,0,,,,138.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.5000,0.11115,0.08206,9.88858,-0.00233,0.00158,0.00801,0,,,,138.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.5200,0.06509,-0.08450,9.98589,0.00121,-0.00104,0.01351,0,,,,138.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.5400,0.06998,0.00720,9.99093,0.00532,-0.00959,0.00440,0,,,,138.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.5600,-0.07610,-0.25832,9.93154,0.00074,-0.00428,0.01633,0,,,,139.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.5800,0.06250,-0.08843,9.66271,-0.00185,-0.00617,0.00092,0,,,,139.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.6000,0.01449,0.07593,9.79234,-0.00096,0.00521,0.00484,0,,,,139.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.6200,0.06700,-0.24379,9.70347,0.00804,0.01521,0.00549,0,,,,139.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.6400,-0.07904,-0.01964,9.79949,-0.01212,0.00140,0.01154,0,,,,140.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.6600,0.08994,-0.16663,9.87200,0.00337,-0.00922,0.01980,0,,,,140.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.6800,0.04171,0.14829,9.72097,0.01221,0.00875,0.00524,0,,,,140.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.7000,0.01417,-0.08240,9.91935,0.00638,-0.00947,0.00013,0,,,,140.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.7200,0.23147,0.11227,9.90872,-0.00387,-0.00816,0.01086,0,,,,141.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.7400,-0.15787,-0.02395,9.96057,0.00129,0.00508,0.00257,0,,,,141.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.7600,0.14077,-0.13067,9.89385,-0.00413,-0.00020,0.00443,0,,,,141.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.7800,-0.14554,-0.01443,9.85870,0.00361,-0.01107,0.00744,0,,,,141.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.8000,0.09885,0.14924,9.76533,-0.00104,0.00836,-0.00973,0,,,,141.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.8200,0.01770,0.24578,9.78954,-0.01187,-0.00617,0.01664,0,,,,142.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.8400,0.05505,-0.21616,9.83167,-0.00248,-0.00011,0.01571,0,,,,142.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.8600,0.18200,0.11164,9.85144,-0.00862,0.00127,-0.00576,0,,,,142.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.8800,-0.07051,-0.08216,9.88352,-0.00619,-0.00375,0.00903,0,,,,142.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.9000,0.23905,0.05565,9.93308,-0.00397,-0.01157,0.00091,0,,,,143.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.9200,-0.04697,0.00446,9.67362,-0.00429,0.00664,0.00563,0,,,,143.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.9400,0.03522,0.10737,9.76187,0.00507,0.00020,0.00206,0,,,,143.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.9600,-0.10035,0.22721,9.81714,0.00858,0.00161,-0.00303,0,,,,143.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
13.9800,0.18638,-0.20902,9.79717,-0.01112,-0.01933,0.00755,0,,,,144.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.0000,-0.02473,-0.06913,9.89990,0.01896,0.00812,0.00294,0,,,,144.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.0200,-0.00347,-0.07056,10.02857,-0.00075,-0.00273,0.00740,0,,,,144.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.0400,0.16646,0.04683,9.96681,0.01304,0.00668,0.00882,0,,,,144.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.0600,0.06895,-0.11201,10.07895,0.00634,0.02317,-0.00454,0,,,,145.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.0800,0.10462,0.01104,9.90347,0.01760,-0.00835,0.01224,0,,,,145.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.1000,0.01887,0.06345,9.70924,0.01326,0.00683,0.00980,0,,,,145.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.1200,0.14881,-0.08840,9.73248,0.00713,-0.00275,-0.00179,0,,,,145.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.1400,-0.10170,0.01499,9.77310,0.00178,-0.00128,0.00901,0,,,,146.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.1600,0.00485,-0.03180,9.80539,-0.00147,0.00086,-0.00969,0,,,,146.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.1800,0.00660,0.16472,9.77547,0.01094,0.00909,0.00204,0,,,,146.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.2000,-0.00719,-0.03756,9.93343,0.00894,-0.00837,0.00118,0,,,,146.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.2200,0.07737,0.06171,10.05787,0.00053,-0.01317,-0.00366,0,,,,147.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.2400,-0.04631,0.09504,9.93232,-0.00110,0.00313,0.00308,0,,,,147.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.2600,0.12761,-0.12916,9.92515,-0.01831,0.00338,0.00129,0,,,,147.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.2800,-0.09415,0.16968,9.69094,-0.00344,-0.00404,0.00831,0,,,,147.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.3000,0.07519,-0.25299,9.67327,0.01225,-0.00240,0.00861,0,,,,147.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.3200,-0.01076,0.03347,9.93305,0.00049,-0.00655,0.01377,0,,,,148.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.3400,-0.03283,-0.19663,9.88731,0.00200,-0.00092,0.02173,0,,,,148.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.3600,0.12471,-0.11509,9.98407,0.00230,-0.00265,0.00697,0,,,,148.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.3800,-0.05476,-0.11070,10.02357,-0.00234,-0.01058,0.02919,0,,,,148.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.4000,0.09686,0.01509,9.80753,0.00293,-0.01047,0.00146,0,,,,149.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.4200,0.00384,0.01530,9.88708,-0.01217,0.01170,-0.00454,0,,,,149.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.4400,0.27086,0.00063,9.81038,-0.00484,-0.00179,0.00123,0,,,,149.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.4600,-0.03982,0.03749,9.57380,0.01097,-0.00365,0.00112,0,,,,149.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.4800,0.03935,-0.11290,9.70300,-0.01604,0.00026,0.00915,0,,,,150.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.5000,0.02403,-0.00183,9.86376,-0.00972,-0.01122,-0.00101,0,,,,150.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.5200,0.06334,-0.17058,9.90297,0.01764,-0.00018,0.00771,0,,,,150.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.5400,0.09257,0.00977,9.80150,0.00975,0.00059,0.00357,0,,,,150.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.5600,-0.07956,-0.02220,9.82473,-0.00272,-0.01209,0.01917,0,,,,151.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.5800,0.22982,-0.19868,9.75059,0.00094,-0.00678,-0.00560,0,,,,151.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.6000,0.08145,0.03209,9.82410,-0.00354,0.00278,0.00196,0,,,,151.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.6200,0.10979,-0.05761,9.60846,0.01478,-0.00154,0.01525,0,,,,151.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.6400,-0.10384,0.00130,9.66238,0.00400,-0.00247,0.00128,0,,,,152.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.6600,-0.02609,-0.25038,9.82293,-0.00172,-0.00848,0.01738,0,,,,152.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.6800,0.06326,0.18783,9.87180,0.00396,-0.00344,-0.00858,0,,,,152.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.7000,0.08373,-0.13789,10.03049,-0.00402,-0.00432,-0.00193,0,,,,152.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.7200,0.24020,0.05921,9.99459,0.01287,0.00625,0.01112,0,,,,153.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.7400,-0.19161,-0.10814,9.82051,0.00782,-0.00163,-0.00612,0,,,,153.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.7600,0.14277,-0.17201,9.80822,-0.01124,0.00123,0.00802,0,,,,153.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.7800,0.09132,0.10213,9.71424,0.00854,-0.01418,-0.00270,0,,,,153.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.8000,0.13719,-0.29974,9.73955,-0.00616,-0.00219,-0.00362,0,,,,153.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.8200,0.04410,0.08778,9.91087,0.00205,-0.00915,0.00302,0,,,,154.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.8400,-0.08258,-0.11656,9.93368,0.02175,-0.00797,0.00286,0,,,,154.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.8600,0.05175,0.09213,9.98850,0.00157,0.00569,0.00006,0,,,,154.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.8800,0.02643,-0.06341,9.97356,-0.00052,0.01641,-0.00154,0,,,,154.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.9000,0.17796,-0.05294,10.07003,0.00909,-0.00843,0.00910,0,,,,155.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.9200,-0.05915,-0.06380,9.90226,0.00511,-0.00127,0.00466,0,,,,155.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.9400,0.18306,-0.06274,9.76892,-0.00313,0.01055,-0.00340,0,,,,155.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.9600,-0.00793,0.03186,9.87765,-0.00523,-0.00888,-0.00276,0,,,,155.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
14.9800,0.11005,-0.25142,9.73622,-0.01522,-0.00108,0.00100,0,,,,156.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.0000,-0.07904,0.17685,9.75204,0.00838,-0.00861,0.01781,0,,,,156.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.0200,0.05579,-0.22222,9.86543,0.00684,-0.00510,0.00365,0,,,,156.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.0400,0.22392,-0.00242,9.98372,0.00964,0.00347,0.00372,0,,,,156.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.0600,-0.09169,-0.22020,9.86461,0.00455,-0.00410,0.00560,0,,,,157.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.0800,0.24290,-0.11745,9.85280,0.00351,-0.00863,0.01645,0,,,,157.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.1000,-0.00144,0.03029,9.92965,-0.00999,-0.00306,0.00793,0,,,,157.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.1200,0.05930,-0.08243,9.65025,0.00752,0.00546,0.00718,0,,,,157.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.1400,-0.16603,-0.00219,9.80051,0.00217,-0.02455,0.01494,0,,,,158.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.1600,0.06597,-0.21458,9.90640,-0.00342,-0.00851,0.00787,0,,,,158.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.1800,0.21233,0.21612,9.94324,0.00570,0.00333,-0.00506,0,,,,158.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.2000,0.02100,-0.18581,9.99626,0.00018,0.00101,0.00594,0,,,,158.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.2200,-0.10452,0.04861,10.01660,0.00557,-0.00382,0.01814,0,,,,159.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.2400,-0.05296,-0.01747,9.98438,0.00490,-0.01018,-0.01451,0,,,,159.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.2600,0.11970,0.00839,9.78423,0.00841,-0.00181,0.01530,0,,,,159.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.2800,-0.08494,0.07171,9.78854,0.01401,-0.01665,0.00133,0,,,,159.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.3000,0.17842,-0.00341,9.76173,-0.00034,0.00306,0.01195,0,,,,159.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.3200,-0.01862,0.11265,9.89328,0.01712,0.00294,0.00535,0,,,,160.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.3400,0.02063,-0.10446,9.87724,0.00352,-0.01146,0.01538,0,,,,160.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.3600,0.00660,0.04059,9.96578,0.01793,-0.00638,-0.00033,0,,,,160.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.3800,-0.09653,0.02622,9.74954,-0.00602,0.01885,0.00973,0,,,,160.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.4000,0.06565,0.00373,9.93258,0.00877,0.01172,0.00811,0,,,,161.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.4200,-0.12295,0.04050,9.78575,-0.00627,-0.01708,-0.00752,0,,,,161.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.4400,0.07686,-0.17532,9.78925,-0.00760,-0.02815,-0.00335,0,,,,161.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.4600,-0.07989,0.00904,9.85845,-0.00291,0.00405,0.00485,0,,,,161.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.4800,0.08079,-0.20840,9.76980,-0.00412,-0.00164,0.00311,0,,,,162.1200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.5000,-0.03557,0.16935,9.89080,-0.00158,-0.00184,0.00433,0,,,,162.3600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.5200,-0.07358,-0.13593,9.88911,-0.00556,-0.01598,0.00213,0,,,,162.6000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.5400,0.16750,0.00190,10.17807,0.00909,0.00743,0.01136,0,,,,162.8400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.5600,0.07965,-0.14405,9.74425,-0.00157,0.00147,0.00621,0,,,,163.0800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.5800,0.18180,0.08321,9.90225,0.00839,-0.01052,-0.00376,0,,,,163.3200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.6000,0.05500,0.01515,9.73626,-0.00297,-0.00819,-0.00067,0,,,,163.5600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.6200,0.02981,-0.22652,9.72318,-0.00274,0.00586,0.00734,0,,,,163.8000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.6400,0.00341,0.01571,9.74565,0.00489,0.00273,0.00425,0,,,,164.0400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.6600,0.14137,-0.14841,9.89023,-0.00192,-0.01750,0.00715,0,,,,164.2800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.6800,0.12787,0.13226,9.94824,-0.00079,-0.00945,0.00941,0,,,,164.5200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.7000,0.00358,-0.17195,10.05953,-0.00506,-0.00767,0.01809,0,,,,164.7600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.7200,0.21081,0.00566,9.98822,0.00324,-0.02496,-0.00225,0,,,,165.0000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.7400,-0.08194,-0.08101,9.92059,0.01104,-0.00557,-0.00346,0,,,,165.2400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.7600,0.18386,-0.07862,9.79999,-0.00033,0.01493,-0.01293,0,,,,165.4800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.7800,-0.09239,0.03400,9.68558,0.00920,0.00351,0.00462,0,,,,165.7200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.8000,0.08888,-0.13604,9.73414,0.00137,-0.00450,0.00702,0,,,,165.9600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.8200,0.07041,-0.01219,9.71479,-0.01199,0.00393,0.00700,0,,,,166.2000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.8400,0.06538,-0.26341,10.02929,-0.00287,-0.00165,0.01184,0,,,,166.4400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.8600,0.01885,0.03145,9.97230,0.02486,-0.00059,0.01785,0,,,,166.6800,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.8800,0.04399,-0.07705,9.89539,0.01048,-0.01498,0.01781,0,,,,166.9200,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.9000,0.17013,-0.20494,9.89994,0.00723,-0.00490,0.01072,0,,,,167.1600,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.9200,-0.14777,-0.12694,9.83589,0.00225,-0.00579,0.01482,0,,,,167.4000,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.9400,0.08056,-0.05604,9.76963,-0.01045,-0.01355,0.00510,0,,,,167.6400,0.0000,0.0000,12.0000,0.0000,0.0000,0
15.9600,0.11635,0.10382,9.59884,-0.02288,0.00286,0.00423,0,,,,167.8800,0.0000,0.0000,12.0000,0.0000,0.0000,0
